t_k,alpha_tk,nu_tk,r_t,V_irs
5.00000000,0.05174170,0.02666713,0.08847041,0.13083771
5.00000000,0.05174170,0.02666713,0.06473097,0.05519339
5.00000000,0.05174170,0.02666713,0.03538480,-0.04817358
5.00000000,0.05174170,0.02666713,0.04811847,-0.00191265
5.00000000,0.05174170,0.02666713,0.04486835,-0.01350971
5.00000000,0.05174170,0.02666713,0.07307676,0.08256076
5.00000000,0.05174170,0.02666713,0.02830669,-0.07486647
5.00000000,0.05174170,0.02666713,0.06106683,0.04290347
5.00000000,0.05174170,0.02666713,0.05974413,0.03842510
5.00000000,0.05174170,0.02666713,0.02910483,-0.07182070
5.00000000,0.05174170,0.02666713,0.09408926,0.14777430
5.00000000,0.05174170,0.02666713,0.04385967,-0.01713789
5.00000000,0.05174170,0.02666713,0.02526791,-0.08654714
5.00000000,0.05174170,0.02666713,0.07448556,0.08709622
5.00000000,0.05174170,0.02666713,0.05319494,0.01591903
5.00000000,0.05174170,0.02666713,0.06263331,0.04817840
5.00000000,0.05174170,0.02666713,0.02014970,-0.10652672
5.00000000,0.05174170,0.02666713,0.07340651,0.08362452
5.00000000,0.05174170,0.02666713,0.10967413,0.19292133
5.00000000,0.05174170,0.02666713,0.01806556,-0.11477384
5.00000000,0.05174170,0.02666713,0.06118743,0.04331069
5.00000000,0.05174170,0.02666713,0.03079975,-0.06538314
5.00000000,0.05174170,0.02666713,0.12346577,0.23072863
5.00000000,0.05174170,0.02666713,0.08479914,0.11957670
5.00000000,0.05174170,0.02666713,0.05926470,0.03679633
5.00000000,0.05174170,0.02666713,0.01899801,-0.11107602
5.00000000,0.05174170,0.02666713,0.02544642,-0.08585725
5.00000000,0.05174170,0.02666713,0.07164270,0.07791924
5.00000000,0.05174170,0.02666713,0.01540795,-0.12538493
5.00000000,0.05174170,0.02666713,0.01624472,-0.12203243
5.00000000,0.05174170,0.02666713,0.05197721,0.01167268
5.00000000,0.05174170,0.02666713,0.05529954,0.02321212
5.00000000,0.05174170,0.02666713,0.06187605,0.04563230
5.00000000,0.05174170,0.02666713,0.04002083,-0.03107308
5.00000000,0.05174170,0.02666713,0.07627937,0.09283641
5.00000000,0.05174170,0.02666713,0.02875958,-0.07313708
5.00000000,0.05174170,0.02666713,0.06845251,0.06750337
5.00000000,0.05174170,0.02666713,0.05745169,0.03061034
5.00000000,0.05174170,0.02666713,0.06775929,0.06522343
5.00000000,0.05174170,0.02666713,0.08326220,0.11481599
5.00000000,0.05174170,0.02666713,0.03959930,-0.03261560
5.00000000,0.05174170,0.02666713,0.03411267,-0.05291859
5.00000000,0.05174170,0.02666713,0.00671709,-0.16083950
5.00000000,0.05174170,0.02666713,-0.00209928,-0.19801765
5.00000000,0.05174170,0.02666713,0.04704898,-0.00571311
5.00000000,0.05174170,0.02666713,0.04887438,0.00076425
5.00000000,0.05174170,0.02666713,0.02277899,-0.09621468
5.00000000,0.05174170,0.02666713,0.02851198,-0.07408220
5.00000000,0.05174170,0.02666713,0.09236784,0.14262349
5.00000000,0.05174170,0.02666713,0.07509783,0.08905985
5.00000000,0.05174170,0.02666713,0.01809827,-0.11464387
5.00000000,0.05174170,0.02666713,0.03994555,-0.03134836
5.00000000,0.05174170,0.02666713,0.06256863,0.04796120
5.00000000,0.05174170,0.02666713,0.03503606,-0.04947212
5.00000000,0.05174170,0.02666713,0.03017612,-0.06774698
5.00000000,0.05174170,0.02666713,0.04272166,-0.02124788
5.00000000,0.05174170,0.02666713,0.08082650,0.10721475
5.00000000,0.05174170,0.02666713,0.08324628,0.11476655
5.00000000,0.05174170,0.02666713,0.03212945,-0.06036151
5.00000000,0.05174170,0.02666713,0.06402328,0.05283293
5.00000000,0.05174170,0.02666713,0.05157072,0.01025087
5.00000000,0.05174170,0.02666713,0.02485496,-0.08814485
5.00000000,0.05174170,0.02666713,0.04381958,-0.01728237
5.00000000,0.05174170,0.02666713,0.01802821,-0.11492221
5.00000000,0.05174170,0.02666713,0.08275704,0.11324526
5.00000000,0.05174170,0.02666713,0.09314167,0.14494306
5.00000000,0.05174170,0.02666713,0.04079290,-0.02825417
5.00000000,0.05174170,0.02666713,0.03443262,-0.05172301
5.00000000,0.05174170,0.02666713,0.07986471,0.10419400
5.00000000,0.05174170,0.02666713,0.08417290,0.11764024
5.00000000,0.05174170,0.02666713,0.02202355,-0.09916699
5.00000000,0.05174170,0.02666713,0.04779378,-0.00306482
5.00000000,0.05174170,0.02666713,0.05016999,0.00533467
5.00000000,0.05174170,0.02666713,0.03118732,-0.06391689
5.00000000,0.05174170,0.02666713,0.06203473,0.04616641
5.00000000,0.05174170,0.02666713,0.03307617,-0.05680155
5.00000000,0.05174170,0.02666713,0.03733450,-0.04094540
5.00000000,0.05174170,0.02666713,0.04903918,0.00134687
5.00000000,0.05174170,0.02666713,0.01203269,-0.13901611
5.00000000,0.05174170,0.02666713,-0.00309800,-0.20230796
5.00000000,0.05174170,0.02666713,0.07622939,0.09267700
5.00000000,0.05174170,0.02666713,0.03199941,-0.06085148
5.00000000,0.05174170,0.02666713,0.10867239,0.19009827
5.00000000,0.05174170,0.02666713,0.10432495,0.17772259
5.00000000,0.05174170,0.02666713,0.03823537,-0.03762350
5.00000000,0.05174170,0.02666713,0.11411753,0.20531642
5.00000000,0.05174170,0.02666713,0.07674412,0.09431731
5.00000000,0.05174170,0.02666713,0.03453304,-0.05134809
5.00000000,0.05174170,0.02666713,-0.01710854,-0.26423779
5.00000000,0.05174170,0.02666713,0.07009282,0.07287458
5.00000000,0.05174170,0.02666713,0.05257627,0.01376411
5.00000000,0.05174170,0.02666713,0.06324488,0.05022933
5.00000000,0.05174170,0.02666713,0.04563930,-0.01074592
5.00000000,0.05174170,0.02666713,0.02123833,-0.10224469
5.00000000,0.05174170,0.02666713,0.04035413,-0.02985515
5.00000000,0.05174170,0.02666713,0.07058569,0.07448199
5.00000000,0.05174170,0.02666713,0.04229153,-0.02280592
5.00000000,0.05174170,0.02666713,0.04213040,-0.02339025
5.00000000,0.05174170,0.02666713,0.01122402,-0.14230791
5.00000000,0.05174170,0.02666713,0.05417376,0.01931812
5.00000000,0.05174170,0.02666713,0.02208967,-0.09890825
5.00000000,0.05174170,0.02666713,0.07623616,0.09269859
5.00000000,0.05174170,0.02666713,0.03216534,-0.06022632
5.00000000,0.05174170,0.02666713,0.04385613,-0.01715066
5.00000000,0.05174170,0.02666713,0.10944893,0.19228760
5.00000000,0.05174170,0.02666713,0.04356625,-0.01819590
5.00000000,0.05174170,0.02666713,0.03999284,-0.03117542
5.00000000,0.05174170,0.02666713,0.06735856,0.06390274
5.00000000,0.05174170,0.02666713,0.00413390,-0.17160445
5.00000000,0.05174170,0.02666713,0.08509719,0.12049674
5.00000000,0.05174170,0.02666713,0.07824723,0.09908915
5.00000000,0.05174170,0.02666713,0.06572732,0.05850605
5.00000000,0.05174170,0.02666713,-0.03831578,-0.36446557
5.00000000,0.05174170,0.02666713,0.04482394,-0.01366915
5.00000000,0.05174170,0.02666713,0.01779802,-0.11583722
5.00000000,0.05174170,0.02666713,0.08171840,0.11000627
5.00000000,0.05174170,0.02666713,0.07981048,0.10402337
5.00000000,0.05174170,0.02666713,0.06208881,0.04634839
5.00000000,0.05174170,0.02666713,0.01965819,-0.10846582
5.00000000,0.05174170,0.02666713,0.09159024,0.14028580
5.00000000,0.05174170,0.02666713,0.04474795,-0.01394204
5.00000000,0.05174170,0.02666713,0.09988576,0.16487544
5.00000000,0.05174170,0.02666713,0.05881881,0.03527890
5.00000000,0.05174170,0.02666713,0.06525682,0.05694328
5.00000000,0.05174170,0.02666713,0.03946671,-0.03310129
5.00000000,0.05174170,0.02666713,0.08926117,0.13324294
5.00000000,0.05174170,0.02666713,0.06796689,0.06590683
5.00000000,0.05174170,0.02666713,0.09021948,0.13614825
5.00000000,0.05174170,0.02666713,0.05647622,0.02726450
5.00000000,0.05174170,0.02666713,0.05048732,0.00645070
5.00000000,0.05174170,0.02666713,0.06761212,0.06473862
5.00000000,0.05174170,0.02666713,0.09021011,0.13611990
5.00000000,0.05174170,0.02666713,0.07885509,0.10101122
5.00000000,0.05174170,0.02666713,0.05542774,0.02365447
5.00000000,0.05174170,0.02666713,0.00221502,-0.17966942
5.00000000,0.05174170,0.02666713,0.07335237,0.08344996
5.00000000,0.05174170,0.02666713,0.01337558,-0.13357192
5.00000000,0.05174170,0.02666713,0.05267521,0.01410904
5.00000000,0.05174170,0.02666713,0.04865455,-0.00001343
5.00000000,0.05174170,0.02666713,0.01393389,-0.13131660
5.00000000,0.05174170,0.02666713,0.06167529,0.04495608
5.00000000,0.05174170,0.02666713,0.10919117,0.19156159
5.00000000,0.05174170,0.02666713,0.04340541,-0.01877635
5.00000000,0.05174170,0.02666713,0.07216551,0.07961430
5.00000000,0.05174170,0.02666713,0.11456118,0.20654270
5.00000000,0.05174170,0.02666713,0.07474512,0.08792920
5.00000000,0.05174170,0.02666713,0.03454559,-0.05130126
5.00000000,0.05174170,0.02666713,0.05806221,0.03269816
5.00000000,0.05174170,0.02666713,0.06456273,0.05463282
5.00000000,0.05174170,0.02666713,0.08997738,0.13541526
5.00000000,0.05174170,0.02666713,0.08411694,0.11746696
5.00000000,0.05174170,0.02666713,-0.02212313,-0.28721475
5.00000000,0.05174170,0.02666713,0.02890919,-0.07256644
5.00000000,0.05174170,0.02666713,0.04987429,0.00429354
5.00000000,0.05174170,0.02666713,0.02466692,-0.08887322
5.00000000,0.05174170,0.02666713,-0.04692911,-0.40753309
5.00000000,0.05174170,0.02666713,0.03239154,-0.05937469
5.00000000,0.05174170,0.02666713,0.05164542,0.01051231
5.00000000,0.05174170,0.02666713,0.03773387,-0.03947137
5.00000000,0.05174170,0.02666713,0.02515609,-0.08697952
5.00000000,0.05174170,0.02666713,0.05284745,0.01470926
5.00000000,0.05174170,0.02666713,0.06089088,0.04230902
5.00000000,0.05174170,0.02666713,0.03924557,-0.03391192
5.00000000,0.05174170,0.02666713,0.08832217,0.13038602
5.00000000,0.05174170,0.02666713,0.05328078,0.01621761
5.00000000,0.05174170,0.02666713,0.02850094,-0.07412436
5.00000000,0.05174170,0.02666713,0.02175352,-0.10022434
5.00000000,0.05174170,0.02666713,0.04606241,-0.00923252
5.00000000,0.05174170,0.02666713,0.08143343,0.10911538
5.00000000,0.05174170,0.02666713,0.02977629,-0.06926546
5.00000000,0.05174170,0.02666713,0.06763210,0.06480446
5.00000000,0.05174170,0.02666713,0.05426326,0.01962832
5.00000000,0.05174170,0.02666713,0.10489550,0.17935828
5.00000000,0.05174170,0.02666713,0.06214859,0.04654948
5.00000000,0.05174170,0.02666713,0.03312202,-0.05662948
5.00000000,0.05174170,0.02666713,0.07137856,0.07706159
5.00000000,0.05174170,0.02666713,0.07227598,0.07997202
5.00000000,0.05174170,0.02666713,0.04115456,-0.02693653
5.00000000,0.05174170,0.02666713,0.02070128,-0.10435490
5.00000000,0.05174170,0.02666713,0.06603622,0.05953054
5.00000000,0.05174170,0.02666713,0.05343547,0.01675546
5.00000000,0.05174170,0.02666713,0.01129967,-0.14199952
5.00000000,0.05174170,0.02666713,0.05852905,0.03429140
5.00000000,0.05174170,0.02666713,0.03475493,-0.05052011
5.00000000,0.05174170,0.02666713,0.01132495,-0.14189649
5.00000000,0.05174170,0.02666713,0.04235177,-0.02258756
5.00000000,0.05174170,0.02666713,0.08595346,0.12313416
5.00000000,0.05174170,0.02666713,0.08395723,0.11697229
5.00000000,0.05174170,0.02666713,0.07698886,0.09509612
5.00000000,0.05174170,0.02666713,0.05892137,0.03562815
5.00000000,0.05174170,0.02666713,0.06762990,0.06479723
5.00000000,0.05174170,0.02666713,0.05437227,0.02000596
5.00000000,0.05174170,0.02666713,0.02227317,-0.09819052
5.00000000,0.05174170,0.02666713,0.02759457,-0.07759175
5.00000000,0.05174170,0.02666713,0.03554993,-0.04755932
5.00000000,0.05174170,0.02666713,0.08911192,0.13278954
5.00000000,0.05174170,0.02666713,0.08045395,0.10604597
5.00000000,0.05174170,0.02666713,0.02294447,-0.09556907
5.00000000,0.05174170,0.02666713,0.05316549,0.01581655
5.00000000,0.05174170,0.02666713,0.04100533,-0.02748001
5.00000000,0.05174170,0.02666713,0.04760562,-0.00373316
5.00000000,0.05174170,0.02666713,0.03744698,-0.04053002
5.00000000,0.05174170,0.02666713,0.08922746,0.13314056
5.00000000,0.05174170,0.02666713,0.05123752,0.00908378
5.00000000,0.05174170,0.02666713,0.05750598,0.03079622
5.00000000,0.05174170,0.02666713,0.05772203,0.03153542
5.00000000,0.05174170,0.02666713,0.02433403,-0.09016390
5.00000000,0.05174170,0.02666713,0.05463652,0.02092077
5.00000000,0.05174170,0.02666713,0.08007064,0.10484171
5.00000000,0.05174170,0.02666713,0.09101414,0.13854948
5.00000000,0.05174170,0.02666713,0.02113278,-0.10265909
5.00000000,0.05174170,0.02666713,0.01124497,-0.14222248
5.00000000,0.05174170,0.02666713,0.05339865,0.01662748
5.00000000,0.05174170,0.02666713,0.08132055,0.10876221
5.00000000,0.05174170,0.02666713,0.06133111,0.04379557
5.00000000,0.05174170,0.02666713,0.06988325,0.07219016
5.00000000,0.05174170,0.02666713,0.01546777,-0.12514492
5.00000000,0.05174170,0.02666713,0.03648844,-0.04407549
5.00000000,0.05174170,0.02666713,-0.00682230,-0.21845081
5.00000000,0.05174170,0.02666713,0.04794196,-0.00253883
5.00000000,0.05174170,0.02666713,-0.00597181,-0.21474431
5.00000000,0.05174170,0.02666713,0.08727996,0.12720324
5.00000000,0.05174170,0.02666713,0.09320432,0.14513057
5.00000000,0.05174170,0.02666713,0.05549226,0.02387706
5.00000000,0.05174170,0.02666713,0.01140573,-0.14156737
5.00000000,0.05174170,0.02666713,0.06176088,0.04524443
5.00000000,0.05174170,0.02666713,0.10131943,0.16904796
5.00000000,0.05174170,0.02666713,0.06442820,0.05418431
5.00000000,0.05174170,0.02666713,0.08334182,0.11506331
5.00000000,0.05174170,0.02666713,0.03880374,-0.03553351
5.00000000,0.05174170,0.02666713,0.02850904,-0.07409344
5.00000000,0.05174170,0.02666713,0.04985202,0.00421507
5.00000000,0.05174170,0.02666713,0.00036201,-0.18751337
5.00000000,0.05174170,0.02666713,0.11211844,0.19976544
5.00000000,0.05174170,0.02666713,0.05546577,0.02378568
5.00000000,0.05174170,0.02666713,0.07485605,0.08828495
5.00000000,0.05174170,0.02666713,0.03943460,-0.03321896
5.00000000,0.05174170,0.02666713,0.01059202,-0.14488753
5.00000000,0.05174170,0.02666713,0.08976409,0.13476895
5.00000000,0.05174170,0.02666713,0.02176518,-0.10017868
5.00000000,0.05174170,0.02666713,0.06104423,0.04282713
5.00000000,0.05174170,0.02666713,0.06355750,0.05127592
5.00000000,0.05174170,0.02666713,0.05371377,0.01772231
5.00000000,0.05174170,0.02666713,0.03081910,-0.06530990
5.00000000,0.05174170,0.02666713,0.04775144,-0.00321516
5.00000000,0.05174170,0.02666713,0.02640658,-0.08215453
5.00000000,0.05174170,0.02666713,0.07332015,0.08334605
5.00000000,0.05174170,0.02666713,0.06698322,0.06266392
5.00000000,0.05174170,0.02666713,0.05117096,0.00885048
5.00000000,0.05174170,0.02666713,0.03658540,-0.04371626
5.00000000,0.05174170,0.02666713,0.10793782,0.18802134
5.00000000,0.05174170,0.02666713,0.01701940,-0.11893814
5.00000000,0.05174170,0.02666713,0.01055131,-0.14505392
5.00000000,0.05174170,0.02666713,0.04955484,0.00316745
5.00000000,0.05174170,0.02666713,0.04486032,-0.01353852
5.00000000,0.05174170,0.02666713,0.08101107,0.10779322
5.00000000,0.05174170,0.02666713,0.06897177,0.06920729
5.00000000,0.05174170,0.02666713,0.05252907,0.01359947
5.00000000,0.05174170,0.02666713,0.06508427,0.05636949
5.00000000,0.05174170,0.02666713,0.06459968,0.05475597
5.00000000,0.05174170,0.02666713,0.10783752,0.18773731
5.00000000,0.05174170,0.02666713,0.05849818,0.03418613
5.00000000,0.05174170,0.02666713,0.03357933,-0.05491468
5.00000000,0.05174170,0.02666713,0.05703516,0.02918316
5.00000000,0.05174170,0.02666713,-0.01809095,-0.26870487
5.00000000,0.05174170,0.02666713,0.05087109,0.00779860
5.00000000,0.05174170,0.02666713,0.08088841,0.10740882
5.00000000,0.05174170,0.02666713,0.06780022,0.06535823
5.00000000,0.05174170,0.02666713,0.05970334,0.03828663
5.00000000,0.05174170,0.02666713,0.06905505,0.06948024
5.00000000,0.05174170,0.02666713,0.08116239,0.10826713
5.00000000,0.05174170,0.02666713,0.08974858,0.13472194
5.00000000,0.05174170,0.02666713,0.06367407,0.05166583
5.00000000,0.05174170,0.02666713,0.04331192,-0.01911391
5.00000000,0.05174170,0.02666713,-0.00995328,-0.23219924
5.00000000,0.05174170,0.02666713,0.07782678,0.09775708
5.00000000,0.05174170,0.02666713,0.06548067,0.05768716
5.00000000,0.05174170,0.02666713,0.05581269,0.02498158
5.00000000,0.05174170,0.02666713,0.03339335,-0.05561172
5.00000000,0.05174170,0.02666713,0.07747953,0.09665536
5.00000000,0.05174170,0.02666713,0.04488195,-0.01346088
5.00000000,0.05174170,0.02666713,0.05082377,0.00763249
5.00000000,0.05174170,0.02666713,0.05024865,0.00561145
5.00000000,0.05174170,0.02666713,0.06373796,0.05187947
5.00000000,0.05174170,0.02666713,0.02111099,-0.10274466
5.00000000,0.05174170,0.02666713,0.06674335,0.06187130
5.00000000,0.05174170,0.02666713,0.03251768,-0.05890010
5.00000000,0.05174170,0.02666713,0.03345329,-0.05538701
5.00000000,0.05174170,0.02666713,0.07534851,0.08986250
5.00000000,0.05174170,0.02666713,0.02520715,-0.08678205
5.00000000,0.05174170,0.02666713,0.07530057,0.08970907
5.00000000,0.05174170,0.02666713,0.05444486,0.02025736
5.00000000,0.05174170,0.02666713,0.00778690,-0.15641202
5.00000000,0.05174170,0.02666713,0.08812835,0.12979507
5.00000000,0.05174170,0.02666713,0.06001528,0.03934497
5.00000000,0.05174170,0.02666713,0.06225191,0.04689693
5.00000000,0.05174170,0.02666713,0.07860196,0.10021137
5.00000000,0.05174170,0.02666713,0.09172161,0.14068123
5.00000000,0.05174170,0.02666713,0.05710251,0.02941410
5.00000000,0.05174170,0.02666713,0.06820298,0.06668339
5.00000000,0.05174170,0.02666713,0.06164017,0.04483771
5.00000000,0.05174170,0.02666713,0.04259841,-0.02169407
5.00000000,0.05174170,0.02666713,0.00951601,-0.14929375
5.00000000,0.05174170,0.02666713,0.05747306,0.03068351
5.00000000,0.05174170,0.02666713,0.08851401,0.13097053
5.00000000,0.05174170,0.02666713,0.06729752,0.06370139
5.00000000,0.05174170,0.02666713,0.02327659,-0.09427458
5.00000000,0.05174170,0.02666713,0.08100945,0.10778813
5.00000000,0.05174170,0.02666713,0.04348903,-0.01847453
5.00000000,0.05174170,0.02666713,-0.00404661,-0.20639813
5.00000000,0.05174170,0.02666713,0.07888627,0.10110972
5.00000000,0.05174170,0.02666713,0.02653112,-0.08167524
5.00000000,0.05174170,0.02666713,0.09922861,0.16295535
5.00000000,0.05174170,0.02666713,0.08234952,0.11197591
5.00000000,0.05174170,0.02666713,0.04566695,-0.01064694
5.00000000,0.05174170,0.02666713,0.06399151,0.05272683
5.00000000,0.05174170,0.02666713,0.11638065,0.21155049
5.00000000,0.05174170,0.02666713,0.07840902,0.09960116
5.00000000,0.05174170,0.02666713,0.05809381,0.03280612
5.00000000,0.05174170,0.02666713,0.12878714,0.24480119
5.00000000,0.05174170,0.02666713,0.05487725,0.02175338
5.00000000,0.05174170,0.02666713,0.06725703,0.06356783
5.00000000,0.05174170,0.02666713,0.02677559,-0.08073506
5.00000000,0.05174170,0.02666713,0.00708176,-0.15932827
5.00000000,0.05174170,0.02666713,0.04406684,-0.01639156
5.00000000,0.05174170,0.02666713,0.05276594,0.01442527
5.00000000,0.05174170,0.02666713,0.06052222,0.04106223
5.00000000,0.05174170,0.02666713,0.01388049,-0.13153212
5.00000000,0.05174170,0.02666713,0.06935999,0.07047902
5.00000000,0.05174170,0.02666713,0.02959771,-0.06994443
5.00000000,0.05174170,0.02666713,0.06797490,0.06593319
5.00000000,0.05174170,0.02666713,0.07667351,0.09409247
5.00000000,0.05174170,0.02666713,0.04119461,-0.02679072
5.00000000,0.05174170,0.02666713,0.02603942,-0.08356884
5.00000000,0.05174170,0.02666713,0.09290640,0.14423853
5.00000000,0.05174170,0.02666713,0.07501976,0.08880971
5.00000000,0.05174170,0.02666713,0.05579448,0.02491882
5.00000000,0.05174170,0.02666713,0.09090045,0.13820639
5.00000000,0.05174170,0.02666713,0.05396205,0.01858401
5.00000000,0.05174170,0.02666713,0.03519456,-0.04888173
5.00000000,0.05174170,0.02666713,0.02502919,-0.08747046
5.00000000,0.05174170,0.02666713,0.04886701,0.00073820
5.00000000,0.05174170,0.02666713,0.07232127,0.08011866
5.00000000,0.05174170,0.02666713,0.08880259,0.13184896
5.00000000,0.05174170,0.02666713,0.05236865,0.01303981
5.00000000,0.05174170,0.02666713,0.08409226,0.11739054
5.00000000,0.05174170,0.02666713,0.04602775,-0.00935639
5.00000000,0.05174170,0.02666713,0.03089873,-0.06500847
5.00000000,0.05174170,0.02666713,0.01690608,-0.11939019
5.00000000,0.05174170,0.02666713,0.03824174,-0.03760008
5.00000000,0.05174170,0.02666713,0.01791026,-0.11539099
5.00000000,0.05174170,0.02666713,0.10532960,0.18060047
5.00000000,0.05174170,0.02666713,0.06345648,0.05093785
5.00000000,0.05174170,0.02666713,0.04919193,0.00188653
5.00000000,0.05174170,0.02666713,0.09766254,0.15836039
5.00000000,0.05174170,0.02666713,0.01701398,-0.11895977
5.00000000,0.05174170,0.02666713,0.04808450,-0.00203313
5.00000000,0.05174170,0.02666713,0.10506726,0.17985001
5.00000000,0.05174170,0.02666713,0.04790056,-0.00268576
5.00000000,0.05174170,0.02666713,0.11699120,0.21322328
5.00000000,0.05174170,0.02666713,0.07269153,0.08131638
5.00000000,0.05174170,0.02666713,0.08656700,0.12501872
5.00000000,0.05174170,0.02666713,0.08733951,0.12738543
5.00000000,0.05174170,0.02666713,0.05178444,0.01099868
5.00000000,0.05174170,0.02666713,0.03872250,-0.03583196
5.00000000,0.05174170,0.02666713,0.04866324,0.00001733
5.00000000,0.05174170,0.02666713,0.02542305,-0.08594755
5.00000000,0.05174170,0.02666713,0.04998266,0.00467525
5.00000000,0.05174170,0.02666713,0.05162421,0.01043808
5.00000000,0.05174170,0.02666713,0.09678875,0.15578483
5.00000000,0.05174170,0.02666713,0.06756266,0.06457565
5.00000000,0.05174170,0.02666713,0.11474592,0.20705274
5.00000000,0.05174170,0.02666713,-0.00584713,-0.21420195
5.00000000,0.05174170,0.02666713,0.01928665,-0.10993401
5.00000000,0.05174170,0.02666713,0.04226567,-0.02289970
5.00000000,0.05174170,0.02666713,0.09154224,0.14014129
5.00000000,0.05174170,0.02666713,0.04881959,0.00057051
5.00000000,0.05174170,0.02666713,0.01259898,-0.13671695
5.00000000,0.05174170,0.02666713,0.04520494,-0.01230207
5.00000000,0.05174170,0.02666713,0.01980520,-0.10788545
5.00000000,0.05174170,0.02666713,0.01457771,-0.12872179
5.00000000,0.05174170,0.02666713,0.10504470,0.17978544
5.00000000,0.05174170,0.02666713,0.04236531,-0.02253851
5.00000000,0.05174170,0.02666713,0.05635919,0.02686228
5.00000000,0.05174170,0.02666713,0.04926283,0.00213689
5.00000000,0.05174170,0.02666713,0.04503504,-0.01291146
5.00000000,0.05174170,0.02666713,0.02932369,-0.07098713
5.00000000,0.05174170,0.02666713,0.04345797,-0.01858663
5.00000000,0.05174170,0.02666713,0.06073480,0.04178140
5.00000000,0.05174170,0.02666713,0.08957263,0.13418835
5.00000000,0.05174170,0.02666713,0.07700709,0.09515409
5.00000000,0.05174170,0.02666713,0.01923269,-0.11014738
5.00000000,0.05174170,0.02666713,0.07810302,0.09863251
5.00000000,0.05174170,0.02666713,0.06442027,0.05415785
5.00000000,0.05174170,0.02666713,0.03508219,-0.04930024
5.00000000,0.05174170,0.02666713,0.05659771,0.02768189
5.00000000,0.05174170,0.02666713,0.06700296,0.06272912
5.00000000,0.05174170,0.02666713,0.05299647,0.01522826
5.00000000,0.05174170,0.02666713,0.06454841,0.05458510
5.00000000,0.05174170,0.02666713,0.02872928,-0.07325270
5.00000000,0.05174170,0.02666713,0.10488481,0.17932766
5.00000000,0.05174170,0.02666713,0.00029322,-0.18780560
5.00000000,0.05174170,0.02666713,0.06715134,0.06321901
5.00000000,0.05174170,0.02666713,0.06152223,0.04444018
5.00000000,0.05174170,0.02666713,0.06888716,0.06892986
5.00000000,0.05174170,0.02666713,0.03285150,-0.05764523
5.00000000,0.05174170,0.02666713,0.08292083,0.11375486
5.00000000,0.05174170,0.02666713,0.04886217,0.00072108
5.00000000,0.05174170,0.02666713,0.02010876,-0.10668809
5.00000000,0.05174170,0.02666713,0.02254626,-0.09712332
5.00000000,0.05174170,0.02666713,0.05506723,0.02240992
5.00000000,0.05174170,0.02666713,0.00916706,-0.15072651
5.00000000,0.05174170,0.02666713,0.09975602,0.16449674
5.00000000,0.05174170,0.02666713,0.07971342,0.10371784
5.00000000,0.05174170,0.02666713,0.10045839,0.16654471
5.00000000,0.05174170,0.02666713,0.09764712,0.15831501
5.00000000,0.05174170,0.02666713,0.04235737,-0.02256727
5.00000000,0.05174170,0.02666713,0.02855919,-0.07390194
5.00000000,0.05174170,0.02666713,-0.01966680,-0.27590519
5.00000000,0.05174170,0.02666713,0.04090861,-0.02783242
5.00000000,0.05174170,0.02666713,0.09882659,0.16177837
5.00000000,0.05174170,0.02666713,0.02966531,-0.06968737
5.00000000,0.05174170,0.02666713,0.04614371,-0.00894199
5.00000000,0.05174170,0.02666713,0.03695291,-0.04235591
5.00000000,0.05174170,0.02666713,0.06174175,0.04517998
5.00000000,0.05174170,0.02666713,0.08603789,0.12339375
5.00000000,0.05174170,0.02666713,0.01069538,-0.14446524
5.00000000,0.05174170,0.02666713,0.01580039,-0.12381131
5.00000000,0.05174170,0.02666713,0.09138559,0.13966943
5.00000000,0.05174170,0.02666713,0.07129049,0.07677543
5.00000000,0.05174170,0.02666713,0.04482477,-0.01366617
5.00000000,0.05174170,0.02666713,0.09726470,0.15718876
5.00000000,0.05174170,0.02666713,0.01534031,-0.12565642
5.00000000,0.05174170,0.02666713,0.07657449,0.09377710
5.00000000,0.05174170,0.02666713,0.04992199,0.00446156
5.00000000,0.05174170,0.02666713,0.06791648,0.06574096
5.00000000,0.05174170,0.02666713,-0.01191678,-0.24090475
5.00000000,0.05174170,0.02666713,0.04478949,-0.01379284
5.00000000,0.05174170,0.02666713,0.07138996,0.07709859
5.00000000,0.05174170,0.02666713,0.05005287,0.00492244
5.00000000,0.05174170,0.02666713,0.08521689,0.12086593
5.00000000,0.05174170,0.02666713,0.08432373,0.11810706
5.00000000,0.05174170,0.02666713,0.02617957,-0.08302876
5.00000000,0.05174170,0.02666713,0.07371522,0.08461919
5.00000000,0.05174170,0.02666713,0.02527024,-0.08653813
5.00000000,0.05174170,0.02666713,0.05318214,0.01587448
5.00000000,0.05174170,0.02666713,0.06923876,0.07008209
5.00000000,0.05174170,0.02666713,0.02946711,-0.07044125
5.00000000,0.05174170,0.02666713,0.07272676,0.08143028
5.00000000,0.05174170,0.02666713,0.03826532,-0.03751328
5.00000000,0.05174170,0.02666713,0.03625617,-0.04493656
5.00000000,0.05174170,0.02666713,0.07058605,0.07448318
5.00000000,0.05174170,0.02666713,0.02944871,-0.07051127
5.00000000,0.05174170,0.02666713,0.02809235,-0.07568598
5.00000000,0.05174170,0.02666713,0.07950634,0.10306566
5.00000000,0.05174170,0.02666713,0.05463661,0.02092109
5.00000000,0.05174170,0.02666713,0.01296452,-0.13523548
5.00000000,0.05174170,0.02666713,0.07455920,0.08733262
