t_k,alpha_tk,nu_tk,r_t,V_irs
0.75000000,0.05005874,0.01251813,0.02807094,-0.11493467
0.75000000,0.05005874,0.01251813,0.04705725,-0.01269449
0.75000000,0.05005874,0.01251813,0.06616759,0.07981460
0.75000000,0.05005874,0.01251813,0.02615208,-0.12588616
0.75000000,0.05005874,0.01251813,0.03404183,-0.08160165
0.75000000,0.05005874,0.01251813,0.03713962,-0.06474272
0.75000000,0.05005874,0.01251813,0.04926609,-0.00149045
0.75000000,0.05005874,0.01251813,0.04548065,-0.02077669
0.75000000,0.05005874,0.01251813,0.06757330,0.08623787
0.75000000,0.05005874,0.01251813,0.06200539,0.06049807
0.75000000,0.05005874,0.01251813,0.05625863,0.03307990
0.75000000,0.05005874,0.01251813,0.05188176,0.01159948
0.75000000,0.05005874,0.01251813,0.05498124,0.02686501
0.75000000,0.05005874,0.01251813,0.03926833,-0.05332628
0.75000000,0.05005874,0.01251813,0.06078941,0.05476962
0.75000000,0.05005874,0.01251813,0.03613802,-0.07016168
0.75000000,0.05005874,0.01251813,0.06051609,0.05347670
0.75000000,0.05005874,0.01251813,0.06490702,0.07401159
0.75000000,0.05005874,0.01251813,0.05269837,0.01564713
0.75000000,0.05005874,0.01251813,0.04785288,-0.00864282
0.75000000,0.05005874,0.01251813,0.05506987,0.02729765
0.75000000,0.05005874,0.01251813,0.01423788,-0.19659112
0.75000000,0.05005874,0.01251813,0.05384244,0.02128693
0.75000000,0.05005874,0.01251813,0.04863976,-0.00465340
0.75000000,0.05005874,0.01251813,0.04942497,-0.00068989
0.75000000,0.05005874,0.01251813,0.05890320,0.04580657
0.75000000,0.05005874,0.01251813,0.04912277,-0.00221323
0.75000000,0.05005874,0.01251813,0.03578548,-0.07207630
0.75000000,0.05005874,0.01251813,0.04828864,-0.00643137
0.75000000,0.05005874,0.01251813,0.05090440,0.00673077
0.75000000,0.05005874,0.01251813,0.05149749,0.00968844
0.75000000,0.05005874,0.01251813,0.05208566,0.01261191
0.75000000,0.05005874,0.01251813,0.06306969,0.06548015
0.75000000,0.05005874,0.01251813,0.03646362,-0.06839679
0.75000000,0.05005874,0.01251813,0.05225818,0.01346756
0.75000000,0.05005874,0.01251813,0.06620624,0.07999187
0.75000000,0.05005874,0.01251813,0.02834465,-0.11338211
0.75000000,0.05005874,0.01251813,0.05230758,0.01371243
0.75000000,0.05005874,0.01251813,0.04273089,-0.03504456
0.75000000,0.05005874,0.01251813,0.04541814,-0.02109861
0.75000000,0.05005874,0.01251813,0.03873224,-0.05618857
0.75000000,0.05005874,0.01251813,0.04793628,-0.00821916
0.75000000,0.05005874,0.01251813,0.07310781,0.11104419
0.75000000,0.05005874,0.01251813,0.03423044,-0.08056684
0.75000000,0.05005874,0.01251813,0.03541741,-0.07407929
0.75000000,0.05005874,0.01251813,0.03376095,-0.08314479
0.75000000,0.05005874,0.01251813,0.07168278,0.10472990
0.75000000,0.05005874,0.01251813,0.04427111,-0.02702568
0.75000000,0.05005874,0.01251813,0.04973778,0.00088428
0.75000000,0.05005874,0.01251813,0.04501665,-0.02316890
0.75000000,0.05005874,0.01251813,0.03823633,-0.05884399
0.75000000,0.05005874,0.01251813,0.04711509,-0.01239934
0.75000000,0.05005874,0.01251813,0.08083134,0.14440990
0.75000000,0.05005874,0.01251813,0.06748486,0.08583520
0.75000000,0.05005874,0.01251813,0.03938155,-0.05272287
0.75000000,0.05005874,0.01251813,0.05816515,0.04227368
0.75000000,0.05005874,0.01251813,0.03964963,-0.05129569
0.75000000,0.05005874,0.01251813,0.02782194,-0.11634912
0.75000000,0.05005874,0.01251813,0.06282110,0.06431914
0.75000000,0.05005874,0.01251813,0.06458093,0.07250378
0.75000000,0.05005874,0.01251813,0.06315335,0.06587052
0.75000000,0.05005874,0.01251813,0.04417690,-0.02751416
0.75000000,0.05005874,0.01251813,0.04797102,-0.00804275
0.75000000,0.05005874,0.01251813,0.05944440,0.04838794
0.75000000,0.05005874,0.01251813,0.05495953,0.02675903
0.75000000,0.05005874,0.01251813,0.04513113,-0.02257809
0.75000000,0.05005874,0.01251813,0.02979099,-0.10521757
0.75000000,0.05005874,0.01251813,0.05148424,0.00962246
0.75000000,0.05005874,0.01251813,0.06356592,0.06779294
0.75000000,0.05005874,0.01251813,0.03506717,-0.07598906
0.75000000,0.05005874,0.01251813,0.05805481,0.04174424
0.75000000,0.05005874,0.01251813,0.05420902,0.02308637
0.75000000,0.05005874,0.01251813,0.05944919,0.04841075
0.75000000,0.05005874,0.01251813,0.06097424,0.05564286
0.75000000,0.05005874,0.01251813,0.04136533,-0.04221219
0.75000000,0.05005874,0.01251813,0.02981743,-0.10506892
0.75000000,0.05005874,0.01251813,0.04338007,-0.03165630
0.75000000,0.05005874,0.01251813,0.06118895,0.05665612
0.75000000,0.05005874,0.01251813,0.04327386,-0.03220979
0.75000000,0.05005874,0.01251813,0.04137061,-0.04218436
0.75000000,0.05005874,0.01251813,0.02725884,-0.11955515
0.75000000,0.05005874,0.01251813,0.07199860,0.10613363
0.75000000,0.05005874,0.01251813,0.06039513,0.05290383
0.75000000,0.05005874,0.01251813,0.05969639,0.04958723
0.75000000,0.05005874,0.01251813,0.06217285,0.06128390
0.75000000,0.05005874,0.01251813,0.05727805,0.03800798
0.75000000,0.05005874,0.01251813,0.04700020,-0.01298573
0.75000000,0.05005874,0.01251813,0.04800872,-0.00785134
0.75000000,0.05005874,0.01251813,0.04470643,-0.02477174
0.75000000,0.05005874,0.01251813,0.08304076,0.15369411
0.75000000,0.05005874,0.01251813,0.05701771,0.03675215
0.75000000,0.05005874,0.01251813,0.04425282,-0.02712048
0.75000000,0.05005874,0.01251813,0.05588588,0.03127097
0.75000000,0.05005874,0.01251813,0.03740455,-0.06331447
0.75000000,0.05005874,0.01251813,0.06889234,0.09221952
0.75000000,0.05005874,0.01251813,0.04178339,-0.04001205
0.75000000,0.05005874,0.01251813,0.05633139,0.03343257
0.75000000,0.05005874,0.01251813,0.06340278,0.06703331
0.75000000,0.05005874,0.01251813,0.05487532,0.02634769
0.75000000,0.05005874,0.01251813,0.05124132,0.00841215
0.75000000,0.05005874,0.01251813,0.05019396,0.00317493
0.75000000,0.05005874,0.01251813,0.04935220,-0.00105647
0.75000000,0.05005874,0.01251813,0.04283955,-0.03447659
0.75000000,0.05005874,0.01251813,0.04443205,-0.02619177
0.75000000,0.05005874,0.01251813,0.06858044,0.09080904
0.75000000,0.05005874,0.01251813,0.04870006,-0.00434838
0.75000000,0.05005874,0.01251813,0.04022204,-0.04825545
0.75000000,0.05005874,0.01251813,0.04359566,-0.03053380
0.75000000,0.05005874,0.01251813,0.06383332,0.06903658
0.75000000,0.05005874,0.01251813,0.05851607,0.04395525
0.75000000,0.05005874,0.01251813,0.05707301,0.03701904
0.75000000,0.05005874,0.01251813,0.04683505,-0.01382924
0.75000000,0.05005874,0.01251813,0.05723616,0.03780606
0.75000000,0.05005874,0.01251813,0.04200256,-0.03886068
0.75000000,0.05005874,0.01251813,0.04680885,-0.01396313
0.75000000,0.05005874,0.01251813,0.06219887,0.06140597
0.75000000,0.05005874,0.01251813,0.06100306,0.05577893
0.75000000,0.05005874,0.01251813,0.03776706,-0.06136355
0.75000000,0.05005874,0.01251813,0.03934915,-0.05289553
0.75000000,0.05005874,0.01251813,0.05141948,0.00929997
0.75000000,0.05005874,0.01251813,0.07166668,0.10465829
0.75000000,0.05005874,0.01251813,0.02607945,-0.12630302
0.75000000,0.05005874,0.01251813,0.05354294,0.01981401
0.75000000,0.05005874,0.01251813,0.03283325,-0.08825885
0.75000000,0.05005874,0.01251813,0.04211810,-0.03825425
0.75000000,0.05005874,0.01251813,0.04549677,-0.02069365
0.75000000,0.05005874,0.01251813,0.04479476,-0.02431508
0.75000000,0.05005874,0.01251813,0.04337661,-0.03167432
0.75000000,0.05005874,0.01251813,0.05014896,0.00294921
0.75000000,0.05005874,0.01251813,0.04335834,-0.03176952
0.75000000,0.05005874,0.01251813,0.03175151,-0.09425576
0.75000000,0.05005874,0.01251813,0.05982124,0.05018080
0.75000000,0.05005874,0.01251813,0.05948329,0.04857313
0.75000000,0.05005874,0.01251813,0.06061370,0.05393867
0.75000000,0.05005874,0.01251813,0.03077162,-0.09971949
0.75000000,0.05005874,0.01251813,0.05380063,0.02108145
0.75000000,0.05005874,0.01251813,0.05852073,0.04397756
0.75000000,0.05005874,0.01251813,0.03715002,-0.06468665
0.75000000,0.05005874,0.01251813,0.05017357,0.00307266
0.75000000,0.05005874,0.01251813,0.04860330,-0.00483787
0.75000000,0.05005874,0.01251813,0.07311901,0.11109364
0.75000000,0.05005874,0.01251813,0.07414982,0.11562975
0.75000000,0.05005874,0.01251813,0.02922411,-0.10840968
0.75000000,0.05005874,0.01251813,0.08127803,0.14629614
0.75000000,0.05005874,0.01251813,0.03860182,-0.05688619
0.75000000,0.05005874,0.01251813,0.06233493,0.06204383
0.75000000,0.05005874,0.01251813,0.06220755,0.06144669
0.75000000,0.05005874,0.01251813,0.03759456,-0.06229142
0.75000000,0.05005874,0.01251813,0.05623353,0.03295820
0.75000000,0.05005874,0.01251813,0.04871262,-0.00428490
0.75000000,0.05005874,0.01251813,0.05699791,0.03665654
0.75000000,0.05005874,0.01251813,0.05294632,0.01687250
0.75000000,0.05005874,0.01251813,0.06503467,0.07460107
0.75000000,0.05005874,0.01251813,0.05100260,0.00722113
0.75000000,0.05005874,0.01251813,0.04795727,-0.00811257
0.75000000,0.05005874,0.01251813,0.06377941,0.06878601
0.75000000,0.05005874,0.01251813,0.05732421,0.03823048
0.75000000,0.05005874,0.01251813,0.05921967,0.04731699
0.75000000,0.05005874,0.01251813,0.04173936,-0.04024354
0.75000000,0.05005874,0.01251813,0.03697400,-0.06563669
0.75000000,0.05005874,0.01251813,0.04295192,-0.03388958
0.75000000,0.05005874,0.01251813,0.04228721,-0.03736736
0.75000000,0.05005874,0.01251813,0.05990048,0.05055729
0.75000000,0.05005874,0.01251813,0.06227623,0.06176869
0.75000000,0.05005874,0.01251813,0.04811680,-0.00730282
0.75000000,0.05005874,0.01251813,0.06797116,0.08804673
0.75000000,0.05005874,0.01251813,0.06718941,0.08448869
0.75000000,0.05005874,0.01251813,0.05310564,0.01765892
0.75000000,0.05005874,0.01251813,0.03977019,-0.05065454
0.75000000,0.05005874,0.01251813,0.06977950,0.09621802
0.75000000,0.05005874,0.01251813,0.04929491,-0.00134516
0.75000000,0.05005874,0.01251813,0.05163809,0.01038814
0.75000000,0.05005874,0.01251813,0.04580752,-0.01909518
0.75000000,0.05005874,0.01251813,0.03892023,-0.05518389
0.75000000,0.05005874,0.01251813,0.03167412,-0.09468618
0.75000000,0.05005874,0.01251813,0.05798106,0.04139022
0.75000000,0.05005874,0.01251813,0.04025202,-0.04809647
0.75000000,0.05005874,0.01251813,0.08835834,0.17557789
0.75000000,0.05005874,0.01251813,0.03646313,-0.06839944
0.75000000,0.05005874,0.01251813,0.03431866,-0.08008314
0.75000000,0.05005874,0.01251813,0.05644472,0.03398160
0.75000000,0.05005874,0.01251813,0.06920288,0.09362137
0.75000000,0.05005874,0.01251813,0.05086728,0.00654530
0.75000000,0.05005874,0.01251813,0.05722214,0.03773845
0.75000000,0.05005874,0.01251813,0.02698097,-0.12114093
0.75000000,0.05005874,0.01251813,0.04157756,-0.04109463
0.75000000,0.05005874,0.01251813,0.03661908,-0.06755524
0.75000000,0.05005874,0.01251813,0.02633631,-0.12482957
0.75000000,0.05005874,0.01251813,0.05152311,0.00981597
0.75000000,0.05005874,0.01251813,0.02198273,-0.15009256
0.75000000,0.05005874,0.01251813,0.03350732,-0.08454033
0.75000000,0.05005874,0.01251813,0.04333408,-0.03189595
0.75000000,0.05005874,0.01251813,0.03965259,-0.05127991
0.75000000,0.05005874,0.01251813,0.05502103,0.02705928
0.75000000,0.05005874,0.01251813,0.05388403,0.02149125
0.75000000,0.05005874,0.01251813,0.06124742,0.05693188
0.75000000,0.05005874,0.01251813,0.05947717,0.04854401
0.75000000,0.05005874,0.01251813,0.06433958,0.07138605
0.75000000,0.05005874,0.01251813,0.05003472,0.00237599
0.75000000,0.05005874,0.01251813,0.05385757,0.02136127
0.75000000,0.05005874,0.01251813,0.05646193,0.03406495
0.75000000,0.05005874,0.01251813,0.05183201,0.01135233
0.75000000,0.05005874,0.01251813,0.04508661,-0.02280782
0.75000000,0.05005874,0.01251813,0.04589718,-0.01863448
0.75000000,0.05005874,0.01251813,0.03982444,-0.05036620
0.75000000,0.05005874,0.01251813,0.05533659,0.02859836
0.75000000,0.05005874,0.01251813,0.04888184,-0.00342957
0.75000000,0.05005874,0.01251813,0.04175704,-0.04015055
0.75000000,0.05005874,0.01251813,0.04176867,-0.04008942
0.75000000,0.05005874,0.01251813,0.03490681,-0.07686474
0.75000000,0.05005874,0.01251813,0.06231200,0.06193635
0.75000000,0.05005874,0.01251813,0.05104288,0.00742222
0.75000000,0.05005874,0.01251813,0.03925810,-0.05338085
0.75000000,0.05005874,0.01251813,0.06018024,0.05188524
0.75000000,0.05005874,0.01251813,0.04304297,-0.03341422
0.75000000,0.05005874,0.01251813,0.03245198,-0.09036836
0.75000000,0.05005874,0.01251813,0.06284253,0.06441926
0.75000000,0.05005874,0.01251813,0.04333529,-0.03188964
0.75000000,0.05005874,0.01251813,0.04494009,-0.02356423
0.75000000,0.05005874,0.01251813,0.05057423,0.00507999
0.75000000,0.05005874,0.01251813,0.06436181,0.07148910
0.75000000,0.05005874,0.01251813,0.05030957,0.00375451
0.75000000,0.05005874,0.01251813,0.03504803,-0.07609352
0.75000000,0.05005874,0.01251813,0.05686706,0.03602456
0.75000000,0.05005874,0.01251813,0.04398757,-0.02849668
0.75000000,0.05005874,0.01251813,0.07369201,0.11361834
0.75000000,0.05005874,0.01251813,0.05004472,0.00242618
0.75000000,0.05005874,0.01251813,0.02208028,-0.14951974
0.75000000,0.05005874,0.01251813,0.05453228,0.02467013
0.75000000,0.05005874,0.01251813,0.07440146,0.11673314
0.75000000,0.05005874,0.01251813,0.06978631,0.09624862
0.75000000,0.05005874,0.01251813,0.07297886,0.11047486
0.75000000,0.05005874,0.01251813,0.03729325,-0.06391426
0.75000000,0.05005874,0.01251813,0.06147718,0.05801445
0.75000000,0.05005874,0.01251813,0.04102072,-0.04402970
0.75000000,0.05005874,0.01251813,0.05286642,0.01647782
0.75000000,0.05005874,0.01251813,0.03412375,-0.08115203
0.75000000,0.05005874,0.01251813,0.04199136,-0.03891948
0.75000000,0.05005874,0.01251813,0.04159339,-0.04101131
0.75000000,0.05005874,0.01251813,0.06130697,0.05721257
0.75000000,0.05005874,0.01251813,0.06008224,0.05142029
0.75000000,0.05005874,0.01251813,0.05352400,0.01972076
0.75000000,0.05005874,0.01251813,0.03315399,-0.08648773
0.75000000,0.05005874,0.01251813,0.04615759,-0.01729770
0.75000000,0.05005874,0.01251813,0.04071875,-0.04562513
0.75000000,0.05005874,0.01251813,0.06094545,0.05550691
0.75000000,0.05005874,0.01251813,0.06480740,0.07355128
0.75000000,0.05005874,0.01251813,0.06328271,0.06647375
0.75000000,0.05005874,0.01251813,0.04060480,-0.04622791
0.75000000,0.05005874,0.01251813,0.01576491,-0.18726216
0.75000000,0.05005874,0.01251813,0.02793968,-0.11568003
0.75000000,0.05005874,0.01251813,0.06785484,0.08751830
0.75000000,0.05005874,0.01251813,0.04503578,-0.02307017
0.75000000,0.05005874,0.01251813,0.04066107,-0.04593023
0.75000000,0.05005874,0.01251813,0.07062177,0.09999595
0.75000000,0.05005874,0.01251813,0.06589617,0.07856856
0.75000000,0.05005874,0.01251813,0.05036479,0.00403124
0.75000000,0.05005874,0.01251813,0.04638588,-0.01612746
0.75000000,0.05005874,0.01251813,0.04840508,-0.00584138
0.75000000,0.05005874,0.01251813,0.05290239,0.01665551
0.75000000,0.05005874,0.01251813,0.07008833,0.09760531
0.75000000,0.05005874,0.01251813,0.05534724,0.02865025
0.75000000,0.05005874,0.01251813,0.05914726,0.04697164
0.75000000,0.05005874,0.01251813,0.06469581,0.07303530
0.75000000,0.05005874,0.01251813,0.03541658,-0.07408379
0.75000000,0.05005874,0.01251813,0.05950819,0.04869172
0.75000000,0.05005874,0.01251813,0.04637129,-0.01620221
0.75000000,0.05005874,0.01251813,0.01856193,-0.17038092
0.75000000,0.05005874,0.01251813,0.02341804,-0.14169540
0.75000000,0.05005874,0.01251813,0.03731381,-0.06380343
0.75000000,0.05005874,0.01251813,0.05670866,0.03525890
0.75000000,0.05005874,0.01251813,0.05148329,0.00961774
0.75000000,0.05005874,0.01251813,0.05236666,0.01400522
0.75000000,0.05005874,0.01251813,0.07448090,0.11708114
0.75000000,0.05005874,0.01251813,0.03417211,-0.08088673
0.75000000,0.05005874,0.01251813,0.04971532,0.00077134
0.75000000,0.05005874,0.01251813,0.05386970,0.02142085
0.75000000,0.05005874,0.01251813,0.04084198,-0.04497376
0.75000000,0.05005874,0.01251813,0.05041333,0.00427443
0.75000000,0.05005874,0.01251813,0.03003037,-0.10387267
0.75000000,0.05005874,0.01251813,0.06770812,0.08685127
0.75000000,0.05005874,0.01251813,0.04152620,-0.04136497
0.75000000,0.05005874,0.01251813,0.07548806,0.12148005
0.75000000,0.05005874,0.01251813,0.04965222,0.00045397
0.75000000,0.05005874,0.01251813,0.06292804,0.06481878
0.75000000,0.05005874,0.01251813,0.04939148,-0.00085854
0.75000000,0.05005874,0.01251813,0.04967388,0.00056293
0.75000000,0.05005874,0.01251813,0.04274778,-0.03495626
0.75000000,0.05005874,0.01251813,0.05154994,0.00994954
0.75000000,0.05005874,0.01251813,0.05403948,0.02225462
0.75000000,0.05005874,0.01251813,0.04024129,-0.04815338
0.75000000,0.05005874,0.01251813,0.04849341,-0.00539402
0.75000000,0.05005874,0.01251813,0.04242144,-0.03666403
0.75000000,0.05005874,0.01251813,0.07884623,0.13597047
0.75000000,0.05005874,0.01251813,0.04893548,-0.00315866
0.75000000,0.05005874,0.01251813,0.06940215,0.09451967
0.75000000,0.05005874,0.01251813,0.04760991,-0.00987820
0.75000000,0.05005874,0.01251813,0.05330453,0.01863975
0.75000000,0.05005874,0.01251813,0.03351773,-0.08448300
0.75000000,0.05005874,0.01251813,0.04446222,-0.02603548
0.75000000,0.05005874,0.01251813,0.05269424,0.01562670
0.75000000,0.05005874,0.01251813,0.06991254,0.09681591
0.75000000,0.05005874,0.01251813,0.05283755,0.01633514
0.75000000,0.05005874,0.01251813,0.06738032,0.08535904
0.75000000,0.05005874,0.01251813,0.05807947,0.04186257
0.75000000,0.05005874,0.01251813,0.07043075,0.09914072
0.75000000,0.05005874,0.01251813,0.04931964,-0.00122055
0.75000000,0.05005874,0.01251813,0.07997985,0.14080130
0.75000000,0.05005874,0.01251813,0.04398248,-0.02852310
0.75000000,0.05005874,0.01251813,0.04046407,-0.04697289
0.75000000,0.05005874,0.01251813,0.03491114,-0.07684108
0.75000000,0.05005874,0.01251813,0.07923880,0.13764684
0.75000000,0.05005874,0.01251813,0.06031669,0.05253216
0.75000000,0.05005874,0.01251813,0.04587617,-0.01874240
1.00000000,0.05010188,0.01428033,0.06793834,0.08739733
1.00000000,0.05010188,0.01428033,0.05992235,0.05061698
1.00000000,0.05010188,0.01428033,0.07817883,0.13209111
1.00000000,0.05010188,0.01428033,0.02799831,-0.11308289
1.00000000,0.05010188,0.01428033,0.04631245,-0.01566623
1.00000000,0.05010188,0.01428033,0.04349692,-0.03000971
1.00000000,0.05010188,0.01428033,0.02191703,-0.14767260
1.00000000,0.05010188,0.01428033,0.06524370,0.07521357
1.00000000,0.05010188,0.01428033,0.04624053,-0.01602987
1.00000000,0.05010188,0.01428033,0.06066406,0.05408861
1.00000000,0.05010188,0.01428033,0.08380021,0.15557972
1.00000000,0.05010188,0.01428033,0.04505744,-0.02203227
1.00000000,0.05010188,0.01428033,0.04408767,-0.02698168
1.00000000,0.05010188,0.01428033,0.05179644,0.01164073
1.00000000,0.05010188,0.01428033,0.06420010,0.07044629
1.00000000,0.05010188,0.01428033,0.04200903,-0.03768006
1.00000000,0.05010188,0.01428033,0.04109154,-0.04244137
1.00000000,0.05010188,0.01428033,0.06519889,0.07500943
1.00000000,0.05010188,0.01428033,0.05550897,0.02966434
1.00000000,0.05010188,0.01428033,0.02090248,-0.15355743
1.00000000,0.05010188,0.01428033,0.03260288,-0.08765557
1.00000000,0.05010188,0.01428033,0.07154003,0.10340349
1.00000000,0.05010188,0.01428033,0.05584155,0.03126103
1.00000000,0.05010188,0.01428033,0.03921747,-0.05224202
1.00000000,0.05010188,0.01428033,0.04766837,-0.00883759
1.00000000,0.05010188,0.01428033,0.05029090,0.00422601
1.00000000,0.05010188,0.01428033,0.06060840,0.05382857
1.00000000,0.05010188,0.01428033,0.03070543,-0.09805534
1.00000000,0.05010188,0.01428033,0.03809285,-0.05817221
1.00000000,0.05010188,0.01428033,0.05399978,0.02238188
1.00000000,0.05010188,0.01428033,0.04867621,-0.00379492
1.00000000,0.05010188,0.01428033,0.05826822,0.04282345
1.00000000,0.05010188,0.01428033,0.03254410,-0.08797606
1.00000000,0.05010188,0.01428033,0.05520180,0.02818698
1.00000000,0.05010188,0.01428033,0.06569006,0.07724422
1.00000000,0.05010188,0.01428033,0.05705381,0.03705641
1.00000000,0.05010188,0.01428033,0.05208844,0.01307171
1.00000000,0.05010188,0.01428033,0.04873263,-0.00351345
1.00000000,0.05010188,0.01428033,0.03817993,-0.05771171
1.00000000,0.05010188,0.01428033,0.04907372,-0.00181370
1.00000000,0.05010188,0.01428033,0.06809090,0.08808175
1.00000000,0.05010188,0.01428033,0.04840211,-0.00516358
1.00000000,0.05010188,0.01428033,0.03739518,-0.06186956
1.00000000,0.05010188,0.01428033,0.04307243,-0.03219164
1.00000000,0.05010188,0.01428033,0.05297009,0.01737841
1.00000000,0.05010188,0.01428033,0.04476797,-0.02350685
1.00000000,0.05010188,0.01428033,0.05703217,0.03695330
1.00000000,0.05010188,0.01428033,0.05756826,0.03950417
1.00000000,0.05010188,0.01428033,0.06279685,0.06399290
1.00000000,0.05010188,0.01428033,0.07043078,0.09850759
1.00000000,0.05010188,0.01428033,0.06432307,0.07100946
1.00000000,0.05010188,0.01428033,0.03676063,-0.06524481
1.00000000,0.05010188,0.01428033,0.03719911,-0.06291125
1.00000000,0.05010188,0.01428033,0.04901984,-0.00208198
1.00000000,0.05010188,0.01428033,0.04365894,-0.02917824
1.00000000,0.05010188,0.01428033,0.03384619,-0.08089993
1.00000000,0.05010188,0.01428033,0.04379437,-0.02848382
1.00000000,0.05010188,0.01428033,0.04332568,-0.03088930
1.00000000,0.05010188,0.01428033,0.04050767,-0.04548391
1.00000000,0.05010188,0.01428033,0.04559230,-0.01931381
1.00000000,0.05010188,0.01428033,0.06693055,0.08286171
1.00000000,0.05010188,0.01428033,0.05294706,0.01726621
1.00000000,0.05010188,0.01428033,0.08540014,0.16213390
1.00000000,0.05010188,0.01428033,0.05253679,0.01526444
1.00000000,0.05010188,0.01428033,0.04595964,-0.01745139
1.00000000,0.05010188,0.01428033,0.05016090,0.00358285
1.00000000,0.05010188,0.01428033,0.05376467,0.02124194
1.00000000,0.05010188,0.01428033,0.05631745,0.03354075
1.00000000,0.05010188,0.01428033,0.07975801,0.13876278
1.00000000,0.05010188,0.01428033,0.03803042,-0.05850245
1.00000000,0.05010188,0.01428033,0.06236934,0.06201691
1.00000000,0.05010188,0.01428033,0.05306863,0.01785845
1.00000000,0.05010188,0.01428033,0.02766608,-0.11494269
1.00000000,0.05010188,0.01428033,0.06110771,0.05615843
1.00000000,0.05010188,0.01428033,0.06820397,0.08858863
1.00000000,0.05010188,0.01428033,0.03786111,-0.05939871
1.00000000,0.05010188,0.01428033,0.04997430,0.00265891
1.00000000,0.05010188,0.01428033,0.02546325,-0.12736079
1.00000000,0.05010188,0.01428033,0.03212570,-0.09026066
1.00000000,0.05010188,0.01428033,0.06506809,0.07441326
1.00000000,0.05010188,0.01428033,0.04344130,-0.03029533
1.00000000,0.05010188,0.01428033,0.03426780,-0.07861961
1.00000000,0.05010188,0.01428033,0.05337865,0.01936708
1.00000000,0.05010188,0.01428033,0.04264166,-0.03441106
1.00000000,0.05010188,0.01428033,0.04337839,-0.03061846
1.00000000,0.05010188,0.01428033,0.06065970,0.05406826
1.00000000,0.05010188,0.01428033,0.03351194,-0.08271156
1.00000000,0.05010188,0.01428033,0.03717296,-0.06305023
1.00000000,0.05010188,0.01428033,0.05230219,0.01411777
1.00000000,0.05010188,0.01428033,0.06394537,0.06927852
1.00000000,0.05010188,0.01428033,0.06778322,0.08670084
1.00000000,0.05010188,0.01428033,0.04060458,-0.04497825
1.00000000,0.05010188,0.01428033,0.06348793,0.06717733
1.00000000,0.05010188,0.01428033,0.03890407,-0.05389091
1.00000000,0.05010188,0.01428033,0.07618076,0.12356654
1.00000000,0.05010188,0.01428033,0.03391125,-0.08054772
1.00000000,0.05010188,0.01428033,0.06907300,0.09247401
1.00000000,0.05010188,0.01428033,0.04072704,-0.04433962
1.00000000,0.05010188,0.01428033,0.07885171,0.13494092
1.00000000,0.05010188,0.01428033,0.05854614,0.04413783
1.00000000,0.05010188,0.01428033,0.03559282,-0.07148755
1.00000000,0.05010188,0.01428033,0.04264414,-0.03439825
1.00000000,0.05010188,0.01428033,0.06125741,0.05685567
1.00000000,0.05010188,0.01428033,0.06513399,0.07471368
1.00000000,0.05010188,0.01428033,0.04909204,-0.00172249
1.00000000,0.05010188,0.01428033,0.05073961,0.00644232
1.00000000,0.05010188,0.01428033,0.06093141,0.05533653
1.00000000,0.05010188,0.01428033,0.05198400,0.01256017
1.00000000,0.05010188,0.01428033,0.03163020,-0.09297311
1.00000000,0.05010188,0.01428033,0.03849234,-0.05606144
1.00000000,0.05010188,0.01428033,0.05345947,0.01975995
1.00000000,0.05010188,0.01428033,0.06745937,0.08524484
1.00000000,0.05010188,0.01428033,0.07317865,0.11058163
1.00000000,0.05010188,0.01428033,0.06123382,0.05674584
1.00000000,0.05010188,0.01428033,0.05420449,0.02337323
1.00000000,0.05010188,0.01428033,0.06079519,0.05470092
1.00000000,0.05010188,0.01428033,0.04058046,-0.04510409
1.00000000,0.05010188,0.01428033,0.04791369,-0.00760757
1.00000000,0.05010188,0.01428033,0.03833302,-0.05690267
1.00000000,0.05010188,0.01428033,0.03226942,-0.08947533
1.00000000,0.05010188,0.01428033,0.05486507,0.02656465
1.00000000,0.05010188,0.01428033,0.05275107,0.01631049
1.00000000,0.05010188,0.01428033,0.05992179,0.05061432
1.00000000,0.05010188,0.01428033,0.05790054,0.04108145
1.00000000,0.05010188,0.01428033,0.05356692,0.02028199
1.00000000,0.05010188,0.01428033,0.05805055,0.04179261
1.00000000,0.05010188,0.01428033,0.04949235,0.00026814
1.00000000,0.05010188,0.01428033,0.05599811,0.03201164
1.00000000,0.05010188,0.01428033,0.03973230,-0.04953957
1.00000000,0.05010188,0.01428033,0.05538140,0.02905110
1.00000000,0.05010188,0.01428033,0.05964711,0.04932505
1.00000000,0.05010188,0.01428033,0.04053861,-0.04532245
1.00000000,0.05010188,0.01428033,0.05084206,0.00694756
1.00000000,0.05010188,0.01428033,0.04119663,-0.04189478
1.00000000,0.05010188,0.01428033,0.04258319,-0.03471271
1.00000000,0.05010188,0.01428033,0.03403751,-0.07986450
1.00000000,0.05010188,0.01428033,0.06817757,0.08847031
1.00000000,0.05010188,0.01428033,0.06532022,0.07556202
1.00000000,0.05010188,0.01428033,0.05777661,0.04049353
1.00000000,0.05010188,0.01428033,0.07826549,0.13245873
1.00000000,0.05010188,0.01428033,0.04739939,-0.01018818
1.00000000,0.05010188,0.01428033,0.09339646,0.19404558
1.00000000,0.05010188,0.01428033,0.04685268,-0.01293941
1.00000000,0.05010188,0.01428033,0.05374613,0.02115196
